airport_code,airport_name,state_name,avg_fare,inflation_adjusted_avg_fare,year,source_airport,routes,msa,per_capita_personal_income
ABQ,Albuquerque International Sunport,NM,356.194335266812,485.678259425226,2012,ABQ,42,"Albuquerque, NM (Metropolitan Statistical Area)",38244.0
ABE,Lehigh Valley International,PA,322.701813460992,402.313778457552,2018,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",51685.0
ABE,Lehigh Valley International,PA,304.512435966568,325.740111390405,2022,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",55429.0
ABE,Lehigh Valley International,PA,310.593926938724,453.223883953487,2009,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",44886.0
ABE,Lehigh Valley International,PA,347.952821693016,460.127069225145,2014,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",47446.0
ABE,Lehigh Valley International,PA,309.875499248443,404.189531671155,2016,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",49325.0
ABE,Lehigh Valley International,PA,266.64223905933,308.056352382352,2021,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",58426.0
ABE,Lehigh Valley International,PA,324.651902398677,428.805638234051,2015,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",48640.0
ABE,Lehigh Valley International,PA,319.560263491955,391.305909103246,2019,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",53650.0
ABE,Lehigh Valley International,PA,348.74856702471,445.406400883191,2017,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",49457.0
ABE,Lehigh Valley International,PA,396.505635806522,532.838351798189,2013,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",45979.0
ABE,Lehigh Valley International,PA,398.337804104083,543.141740914046,2012,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",46605.0
ABE,Lehigh Valley International,PA,254.111721324337,307.371586997129,2020,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",57133.0
ABE,Lehigh Valley International,PA,318.292048382479,456.962725078824,2010,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",46241.0
ABE,Lehigh Valley International,PA,374.892690642691,545.104706920906,2008,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",47060.0
ABE,Lehigh Valley International,PA,357.590733461009,497.671998670912,2011,ABE,13,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",47027.0
AMA,Rick Husband Amarillo International,TX,408.730033745782,437.222756759833,2022,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",53769.0
AMA,Rick Husband Amarillo International,TX,425.862792091073,563.153928350039,2014,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",45779.0
AMA,Rick Husband Amarillo International,TX,345.457871327445,399.113404231597,2021,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",55459.0
AMA,Rick Husband Amarillo International,TX,293.754234985053,428.651122125697,2009,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",42478.0
AMA,Rick Husband Amarillo International,TX,425.497235717876,555.002021293374,2016,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",44641.0
AMA,Rick Husband Amarillo International,TX,292.667549562565,425.546997344938,2008,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",43032.0
AMA,Rick Husband Amarillo International,TX,421.485838318598,525.468259262823,2018,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",48254.0
AMA,Rick Husband Amarillo International,TX,379.291534917337,517.171763429047,2012,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",44855.0
AMA,Rick Husband Amarillo International,TX,351.234577407374,488.825905662684,2011,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",44913.0
AMA,Rick Husband Amarillo International,TX,427.730078354032,523.76132542944,2019,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",49807.0
AMA,Rick Husband Amarillo International,TX,322.954857201351,390.643715563637,2020,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",52862.0
AMA,Rick Husband Amarillo International,TX,423.598170100127,541.00103686343,2017,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",45968.0
AMA,Rick Husband Amarillo International,TX,316.024518310862,453.707297473924,2010,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",44372.0
AMA,Rick Husband Amarillo International,TX,424.920766908532,561.242423983586,2015,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",45430.0
AMA,Rick Husband Amarillo International,TX,403.147189097104,541.763506926274,2013,AMA,10,"Amarillo, TX (Metropolitan Statistical Area)",44591.0
ANC,Ted Stevens Anchorage International,AK,551.658507055582,767.763160786992,2011,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",55677.0
ANC,Ted Stevens Anchorage International,AK,430.588155934984,561.642419334906,2016,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",54150.0
ANC,Ted Stevens Anchorage International,AK,450.528959339212,561.676446724452,2018,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",56071.0
ANC,Ted Stevens Anchorage International,AK,529.627634598644,711.732420428998,2013,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",53264.0
ANC,Ted Stevens Anchorage International,AK,422.207759440791,510.699264030325,2020,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",59187.0
ANC,Ted Stevens Anchorage International,AK,522.389961632019,690.799864386331,2014,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",55874.0
ANC,Ted Stevens Anchorage International,AK,531.004775915156,772.096149040978,2008,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",54604.0
ANC,Ted Stevens Anchorage International,AK,449.73069064545,550.701375795677,2019,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",57399.0
ANC,Ted Stevens Anchorage International,AK,406.476365108746,469.609116720534,2021,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",58297.0
ANC,Ted Stevens Anchorage International,AK,547.978881714118,786.717495288563,2010,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",54909.0
ANC,Ted Stevens Anchorage International,AK,508.237786989192,543.667232575186,2022,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",59145.0
ANC,Ted Stevens Anchorage International,AK,550.615514569126,803.467423003734,2009,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",50898.0
ANC,Ted Stevens Anchorage International,AK,473.527661689294,625.443219928545,2015,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",57329.0
ANC,Ted Stevens Anchorage International,AK,430.086422348107,549.287548565685,2017,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",54103.0
ANC,Ted Stevens Anchorage International,AK,581.812232239452,793.312875272699,2012,ANC,59,"Anchorage, AK (Metropolitan Statistical Area)",55103.0
AVL,Asheville Regional,NC,271.609269151571,313.794847445202,2021,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",53999.0
AVL,Asheville Regional,NC,489.096522476675,711.160348535006,2008,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",41592.0
AVL,Asheville Regional,NC,390.973030217453,570.51442384183,2009,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",41044.0
AVL,Asheville Regional,NC,257.665304268847,311.66997364174,2020,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",51559.0
AVL,Asheville Regional,NC,442.028970790275,594.014225709186,2013,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",40065.0
AVL,Asheville Regional,NC,309.953702183549,379.542543517474,2019,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",49170.0
AVL,Asheville Regional,NC,324.942743377907,347.59462314716,2022,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",52687.0
AVL,Asheville Regional,NC,359.641415731123,448.366544026568,2018,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",47543.0
AVL,Asheville Regional,NC,370.402705236373,483.138861647097,2016,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",44230.0
AVL,Asheville Regional,NC,384.366418386891,490.895961221077,2017,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",45849.0
AVL,Asheville Regional,NC,371.867336410535,533.879222800326,2010,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",40144.0
AVL,Asheville Regional,NC,389.708328742977,542.371221387832,2011,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",40202.0
AVL,Asheville Regional,NC,452.737056537545,617.316233936589,2012,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",41019.0
AVL,Asheville Regional,NC,387.156913592328,511.969913377099,2014,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",41630.0
AVL,Asheville Regional,NC,386.877188831046,510.993832622521,2015,AVL,12,"Asheville, NC (Metropolitan Statistical Area)",44239.0
HTS,Tri-State/Milton J. Ferguson Field,WV,235.535291403967,343.697060114387,2009,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",40502.0
HTS,Tri-State/Milton J. Ferguson Field,WV,274.458631115998,374.229955523574,2012,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",40417.0
HTS,Tri-State/Milton J. Ferguson Field,WV,234.436261013216,299.411728470301,2017,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",42292.0
HTS,Tri-State/Milton J. Ferguson Field,WV,224.52479338843,296.907881498215,2014,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",40012.0
HTS,Tri-State/Milton J. Ferguson Field,WV,201.333586857317,232.604146282765,2021,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",49356.0
HTS,Tri-State/Milton J. Ferguson Field,WV,231.572361407249,332.461768552997,2010,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",40651.0
HTS,Tri-State/Milton J. Ferguson Field,WV,259.310247167868,360.891479862558,2011,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",39905.0
HTS,Tri-State/Milton J. Ferguson Field,WV,310.272525439408,451.145136373054,2008,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",39597.0
HTS,Tri-State/Milton J. Ferguson Field,WV,170.828193832599,206.632471609448,2020,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",48670.0
HTS,Tri-State/Milton J. Ferguson Field,WV,269.467977723634,362.120636244158,2013,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",39739.0
HTS,Tri-State/Milton J. Ferguson Field,WV,215.493968983343,284.628022268653,2015,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",41405.0
HTS,Tri-State/Milton J. Ferguson Field,WV,241.896782281655,301.573788609093,2018,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",43983.0
HTS,Tri-State/Milton J. Ferguson Field,WV,202.643394199785,264.320150500817,2016,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",40760.0
HTS,Tri-State/Milton J. Ferguson Field,WV,248.869964772553,266.218782787702,2022,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",47138.0
HTS,Tri-State/Milton J. Ferguson Field,WV,236.191782603043,289.220065111527,2019,HTS,5,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",45529.0
ATL,Hartsfield-Jackson Atlanta International,GA,365.824746315277,498.809521807781,2012,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",44616.0
ATL,Hartsfield-Jackson Atlanta International,GA,368.739143284385,513.187645133846,2011,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",46006.0
ATL,Hartsfield-Jackson Atlanta International,GA,397.857846985449,534.655501192288,2013,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",44570.0
ATL,Hartsfield-Jackson Atlanta International,GA,390.236174324763,515.430436590679,2015,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",49146.0
ATL,Hartsfield-Jackson Atlanta International,GA,424.954284933547,561.952533477802,2014,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",46661.0
ATL,Hartsfield-Jackson Atlanta International,GA,393.801565770014,421.253619716613,2022,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",56079.0
ATL,Hartsfield-Jackson Atlanta International,GA,370.485980698344,453.665145669224,2019,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",54816.0
ATL,Hartsfield-Jackson Atlanta International,GA,314.806416888844,459.37082016414,2009,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",45394.0
ATL,Hartsfield-Jackson Atlanta International,GA,351.233267256798,510.703227850789,2008,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",45699.0
ATL,Hartsfield-Jackson Atlanta International,GA,360.851645051825,449.875342274678,2018,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",53144.0
ATL,Hartsfield-Jackson Atlanta International,GA,350.909299693962,448.165994047094,2017,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",51408.0
ATL,Hartsfield-Jackson Atlanta International,GA,334.757566629329,480.601795316841,2010,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",43613.0
ATL,Hartsfield-Jackson Atlanta International,GA,303.738454471757,350.914246343404,2021,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",58962.0
ATL,Hartsfield-Jackson Atlanta International,GA,299.233464918725,361.950501595808,2020,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",56442.0
ATL,Hartsfield-Jackson Atlanta International,GA,350.963248197303,457.782791045774,2016,ATL,915,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",50162.0
ACY,Atlantic City International,NJ,168.346676036543,222.618866206033,2014,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",42599.0
ACY,Atlantic City International,NJ,168.70924624147,242.211004956855,2010,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",39997.0
ACY,Atlantic City International,NJ,161.045604356237,172.272153468619,2022,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",49003.0
ACY,Atlantic City International,NJ,153.270222082383,208.987081804457,2012,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",40843.0
ACY,Atlantic City International,NJ,152.685331230284,201.669327742853,2015,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",42426.0
ACY,Atlantic City International,NJ,183.430292918057,255.286594285515,2011,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",40990.0
ACY,Atlantic City International,NJ,125.623293970496,160.440571016097,2017,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",45513.0
ACY,Atlantic City International,NJ,131.186367953883,171.114388693272,2016,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",42984.0
ACY,Atlantic City International,NJ,176.347094138763,257.328646819451,2009,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",40155.0
ACY,Atlantic City International,NJ,193.638753929694,281.556292891232,2008,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",40028.0
ACY,Atlantic City International,NJ,114.542713298699,132.333161374793,2021,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",54436.0
ACY,Atlantic City International,NJ,165.427180589681,222.306918964043,2013,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",41987.0
ACY,Atlantic City International,NJ,128.149259328708,156.920519073831,2019,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",48977.0
ACY,Atlantic City International,NJ,106.561733843287,128.896255056141,2020,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",50969.0
ACY,Atlantic City International,NJ,114.650680518644,142.935510611132,2018,ACY,10,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",45515.0
AGS,Augusta Regional at Bush Field,GA,436.393219373219,557.342313601773,2017,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",43818.0
AGS,Augusta Regional at Bush Field,GA,355.100555730314,429.526905683652,2020,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",50083.0
AGS,Augusta Regional at Bush Field,GA,429.237583502759,616.244033931912,2010,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",39941.0
AGS,Augusta Regional at Bush Field,GA,434.677868907115,584.135553989032,2013,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",39164.0
AGS,Augusta Regional at Bush Field,GA,458.686427767106,606.559362487464,2014,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",40549.0
AGS,Augusta Regional at Bush Field,GA,439.940253356022,573.840930949797,2016,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",42332.0
AGS,Augusta Regional at Bush Field,GA,449.42237421531,655.804690017796,2009,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",40367.0
AGS,Augusta Regional at Bush Field,GA,431.511621966794,588.374919891983,2012,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",39641.0
AGS,Augusta Regional at Bush Field,GA,436.512117677553,607.509752688678,2011,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",40347.0
AGS,Augusta Regional at Bush Field,GA,448.024173460145,558.553719087979,2018,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",44688.0
AGS,Augusta Regional at Bush Field,GA,539.662907346252,577.283009786627,2022,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",46486.0
AGS,Augusta Regional at Bush Field,GA,445.138884629147,545.078646586479,2019,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",46632.0
AGS,Augusta Regional at Bush Field,GA,441.95399774068,583.740198874792,2015,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",42149.0
AGS,Augusta Regional at Bush Field,GA,396.775246224557,458.401247674603,2021,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",50028.0
AGS,Augusta Regional at Bush Field,GA,507.476165586452,737.884875901731,2008,AGS,7,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",39795.0
AUS,Austin - Bergstrom International,TX,308.105910014403,449.593327796459,2009,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",45423.0
AUS,Austin - Bergstrom International,TX,341.507090272037,425.758400251429,2018,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",59395.0
AUS,Austin - Bergstrom International,TX,383.050080187542,522.296616757881,2012,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",49622.0
AUS,Austin - Bergstrom International,TX,367.755662638072,511.81889943351,2011,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",48021.0
AUS,Austin - Bergstrom International,TX,372.448865269993,485.807793097692,2016,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",52232.0
AUS,Austin - Bergstrom International,TX,362.917631599834,388.216754982876,2022,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",65662.0
AUS,Austin - Bergstrom International,TX,342.140356894596,491.201054630564,2010,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",46004.0
AUS,Austin - Bergstrom International,TX,393.549158629715,520.422912724859,2014,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",51560.0
AUS,Austin - Bergstrom International,TX,371.986253909587,491.325637839985,2015,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",52665.0
AUS,Austin - Bergstrom International,TX,354.141703038381,452.294278077401,2017,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",55480.0
AUS,Austin - Bergstrom International,TX,386.603509283916,519.531522590401,2013,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",49923.0
AUS,Austin - Bergstrom International,TX,285.636570649307,345.50380268699,2020,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",61080.0
AUS,Austin - Bergstrom International,TX,338.757223162196,492.562702496556,2008,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",47450.0
AUS,Austin - Bergstrom International,TX,297.828966316005,344.086913314211,2021,AUS,83,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",66062.0
